type,title,abstract,journal,author,year,keywords,filename,id,sens_acc,sens_gyr,sens_gps,sens_mic,sens_cam,perv_pill,perv_ecg,perv_wearable,ux_gui,ux_gesture,ux_voice,ux_text,ux_back,media_text,media_image,media_audio,media_video,media_anim,feat_use,feat_promp,feat_soc,feat_hcp,feat_learn,feat_prog,feat_ca,feat_ass,feat_vr,feat_ar,feat_pers,feat_game,anal_ml,anal_beh,anal_act,anal_sp,os_ios,os_and,app_name,geo_loc,md,md_id,md_desc,md_mul,md_sub,fmw_cbt,fmw_hum,fmw_sys,fmw_psy,fmw_wav,fmw_tra,fmw_pos,fmw_other,fmw_nk,val_ed,val_res,val_n,val_n2,val_ec,val_done,val_type,val_edrct,geo_ctry
Article,MoodHacker Mobile Web App With Email for Adults to Self-Manage Mild-to-Moderate Depression: Randomized Controlled Trial,"Background: Worldwide, depression is rated as the fourth leading cause of disease burden and is projected to be the second leading cause of disability by 2020. Annual depression-related costs in the United States are estimated at US \$210.5 billion, with employers bearing over 50\% of these costs in productivity loss, absenteeism, and disability. Because most adults with depression never receive treatment, there is a need to develop effective interventions that can be more widely disseminated through new channels, such as employee assistance programs (EAPs), and directly to individuals who will not seek face-to-face care. Objective: This study evaluated a self-guided intervention, using the MoodHacker mobile Web app to activate the use of cognitive behavioral therapy (CBT) skills in working adults with mild-to-moderate depression. It was hypothesized that MoodHacker users would experience reduced depression symptoms and negative cognitions, and increased behavioral activation, knowledge of depression, and functioning in the workplace. Methods: A parallel two-group randomized controlled trial was conducted with 300 employed adults exhibiting mild-to-moderate depression. Participants were recruited from August 2012 through April 2013 in partnership with an EAP and with outreach through a variety of additional non-EAP organizations. Participants were blocked on race/ethnicity and then randomly assigned within each block to receive, without clinical support, either the MoodHacker intervention (n=150) or alternative care consisting of links to vetted websites on depression (n=150). Participants in both groups completed online self-assessment surveys at baseline, 6 weeks after baseline, and 10 weeks after baseline. Surveys assessed (1) depression symptoms, (2) behavioral activation, (3) negative thoughts, (4) worksite outcomes, (5) depression knowledge, and (6) user satisfaction and usability. After randomization, all interactions with subjects were automated with the exception of safety-related follow-up calls to subjects reporting current suicidal ideation and/or severe depression symptoms. Results: At 6-week follow-up, significant effects were found on depression, behavioral activation, negative thoughts, knowledge, work productivity, work absence, and workplace distress. MoodHacker yielded significant effects on depression symptoms, work productivity, work absence, and workplace distress for those who reported access to an EAP, but no significant effects on these outcome measures for those without EAP access. Participants in the treatment arm used the MoodHacker app an average of 16.0 times (SD 13.3), totaling an average of 1.3 hours (SD 1.3) of use between pretest and 6-week follow-up. Significant effects on work absence in those with EAP access persisted at 10-week follow-up. Conclusions: This randomized effectiveness trial found that the MoodHacker app produced significant effects on depression symptoms (partial eta(2) = .021) among employed adults at 6-week follow-up when compared to subjects with access to relevant depression Internet sites. The app had stronger effects for individuals with access to an EAP (partial eta(2) = .093). For all users, the MoodHacker program also yielded greater improvement on work absence, as well as the mediating factors of behavioral activation, negative thoughts, and knowledge of depression self-care. Significant effects were maintained at 10-week follow-up for work absence. General attenuation of effects at 10-week follow-up underscores the importance of extending program contacts to maintain user engagement. This study suggests that light-touch, CBT-based mobile interventions like MoodHacker may be appropriate for implementation within EAPs and similar environments. In addition, it seems likely that supporting MoodHacker users with guidance from counselors may improve effectiveness for those who seek in-person support.",JMIR MHEALTH AND UHEALTH,Amelia J. Birney and Rebecca Gunn and Jeremy K. Russell and Dennis V. Ary,2016,"cognitive behavioral therapy, depression, Internet, behavioral activation, mobile apps, positive psychology, computers",187 - MoodHacker Mobile Web App,187,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NOT KNOWN,NOT KNOWN,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,MoodHacker,United States of America,4-Depressive disorders,4,Depressive disorders,NA,Mild-to-moderate depression,YES,NO,NO,NO,YES,NO,YES,NO,NO,RANDOMIZED CONTROLLED TRIAL,NA,300,300 (150 por condición),MoodHacker intervention or alternative care consisting of links to vetted websites on depression,YES,EFFECT AND USABILITY/UX,RCT,United States of America
Article,Moodivate: A self-help behavioral activation mobile app for utilization in primary care-Development and clinical considerations,"Depressive symptoms are highly prevalent and are associated with considerable functional impairment, significant public health costs, and heightened mortality risk. Individuals experiencing impairment due to depressive symptomatology are most likely to report their symptoms to a primary care provider. As such, national guidelines highlight the need to assess and effectively treat depression via primary care. Despite these guidelines, the dissemination of evidence-based psychotherapy via primary care is limited, likely due to both provider- and patient-level treatment barriers. Mobile health (mHealth) technologies are promising for addressing these barriers and for promoting uptake of evidence-based depression treatment. Among evidence-based psychotherapies for depression, brief Behavioral Activation Treatment for Depression (BATD) has shown great promise and is particularly amenable to mHealth delivery. Herein, we discuss the development of a BATD mobile application, Moodivate, that was developed in order to disseminate BATD via primary care. This paper focuses on description of (1) rationale for Moodivate treatment development, (2) Moodivate treatment components, (3) ongoing clinical trial evaluation of Moodivate, and (4) clinical considerations for incorporating Moodivate into clinical practice. The Author(s) 2017.",International Journal of Psychiatry in Medicine,J. Dahne and C.W. Lejuez and J. Kustanowitz and J.W. Felton and V.A. Diaz and M.S. Player and M.J. Carpenter,2017,"female, human, male, mobile application, primary health care, telemedicine, psychotherapy, practice guideline, clinical trial, self help",188 - Moodivate A self-help behavioral,188,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,NOT KNOWN,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,NO,YES,NOT KNOWN,NO,NO,NO,NO,YES,NO,Moodivate,United States of America,4-Depressive disorders,4,Depressive disorders,NA,Depression,NO,NO,NO,NO,YES,NO,NO,NO,NO,DEVELOPMENT AND CLINICAL CONSIDERATIONS FOR A PILOT RCT,NA,NA,not known,not known,NO,NO ASSESSMENT,NO,United States of America
Article,Multimedia Field Test Thinking About Exposures? There's an App for That!,"Anxiety Coach is a smartphone application ({""}app{""}) for iOS devices that is billed as a self-help program for anxiety in youth and adults. The app is currently available in the iTunes store for a one-time fee of \$4.99. Anxiety Coach is organized around three related content areas: (a) self-monitoring of anxiety symptoms, (b) learning about anxiety and its treatment, and (c) guiding users through the development of a fear hierarchy and completion of exposure tasks. Although the app includes psychoeducation about anxiety as well as information regarding specific skills individuals can use to cope with anxiety (e.g., cognitive restructuring), the primary focus of the app is on exposure tasks. As such, the app includes a large library of potential exposure tasks that are relevant to treating common fears and worries, making Anxiety Coach useful to clients and clinicians alike. Additionally, Anxiety Coach prompts users to provide fear ratings while they are carrying out an exposure task and displays a message instructing users to stop the exposure once fear ratings drop by half. These features work together to create an app that has the potential to greatly increase the reach of exposure-based cognitive behavioral therapy for anxiety.",Cognitive and behavioral practice,Matthew M. Carper,2017,"cognitive behavioral therapy, anxiety, mobile app, Anxiety Coach, exposure task",192 - Multimedia Field Test,192,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,AnxietyCoach,United States of America,5-Anxiety disorders,5,Anxiety disorders,NA,Anxiety,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO VALUE,NA,NA,not known,no value,NO,NO ASSESSMENT,NO,United States of America
Article,Participatory design of eHealth solutions for women from vulnerable populations with perinatal depression,"Objective Cultural and health service obstacles affect the quality of pregnancy care that women from vulnerable populations receive. Using a participatory design approach, the Stress in Pregnancy: Improving Results with Interactive Technology group developed specifications for a suite of eHealth applications to improve the quality of perinatal mental health care. Materials and Methods We established a longitudinal participatory design group consisting of low-income women with a history of antenatal depression, their prenatal providers, mental health specialists, an app developer, and researchers. The group met 20 times over 24 months. Applications were designed using rapid prototyping. Meetings were documented using field notes. Results and Discussion The group achieved high levels of continuity and engagement. Three apps were developed by the group: An app to support high-risk women after discharge from hospital, a screening tool for depression, and a patient decision aid for supporting treatment choice. Conclusion Longitudinal participatory design groups are a promising, highly feasible approach to developing technology for underserved populations. The Author 2015.",Journal of the American Medical Informatics Association,M. Gordon and R. Henderson and J.H. Holmes and M.K. Wolters and I.M. Bennett,2016,"Article, depression, female, human, mobile application, mental health care, telemedicine, Telemedicine, telehealth, pregnancy, vulnerable population, longitudinal study, Female, Humans, lowest income group, health care quality, Depression, Pregnancy, Pregnancy Complications, ambulatory care, perinatal depression, Ambulatory Care, participatory research, Longitudinal Studies, perinatal care, Perinatal Care, Vulnerable Populations, social class, Pennsylvania, ethnic group, Philadelphia, Social Class",203 - Participatory design of ehealth solutions,203,NO,NO,YES,NO,NO,NO,NO,NO,NOT KNOWN,NOT KNOWN,NOT KNOWN,NOT KNOWN,NOT KNOWN,NOT KNOWN,NOT KNOWN,NOT KNOWN,NOT KNOWN,NOT KNOWN,NOT KNOWN,NOT KNOWN,NOT KNOWN,NOT KNOWN,YES,NOT KNOWN,NOT KNOWN,NOT KNOWN,NOT KNOWN,NOT KNOWN,NOT KNOWN,NOT KNOWN,NO,NO,NO,NO,YES,NO,MyGamePlan,United States of America,4-Depressive disorders,4,Depressive disorders,NA,Perinatal mental disorders,NO,NO,NO,NO,NO,NO,NO,YES,NO,NA,"MUCHAS DUDAS CON ESTE ARTÍCULO, VER CON ADRI",NA,not known,NA,NO,NO ASSESSMENT,NO,United States of America
Article,Predictors of Utilization of a Novel Smoking Cessation Smartphone App,"Background: Understanding the characteristics of high and low utilizers of smartphone applications (apps) for smoking cessation would inform development of more engaging and effective apps, yet no studies to date have addressed this critical question. Informed by prior research on predictors of cessation Web site utilization, this study examines the degree to which baseline demographic factors (gender, age, and education), smoking-related factors (smoking level and friends' smoking), and psychological factors (depression and anxiety) are predictive of utilization of a smartphone app for smoking cessation called SmartQuit. Materials and Methods: Data came from 98 participants randomized to SmartQuit as part of a pilot trial from March to May 2013. We used negative binomial count regressions to examine the relationship between user characteristics and utilization of the app over an 8-week treatment period. Results: Lower education (risk ratio [RR]=0.492; p=0.021), heavier smoking (RR=0.613; p=0.033), and depression (RR=0.958; p=0.017) prospectively predicted lower app utilization. Women (RR=0.320; p=0.022), those with lower education (RR=0.491; p=0.013), and heavier smokers (RR=0.418; p=0.039) had lower utilization of app features known to predict smoking cessation. Conclusions: Many of the predictors of utilization of smoking cessation apps are the same as those of cessation Web sites. App-delivered smoking cessation treatment effectiveness could be enhanced by focusing on increasing engagement of women, those with lower education, heavy smokers, and those with current depressive symptoms. Copyright 2015, Mary Ann Liebert, Inc. 2015.",Telemedicine and e-Health,E.Y. Zeng and R. Vilardaga and J.L. Heffner and K.E. Mull and J.B. Bricker,2015,"controlled study, female, human, male, mobile application, randomized controlled trial, smoking cessation, young adult, Female, Humans, Male, smartphone, Mobile Applications, Young Adult, Education, Smartphones, utilization, Tobacco, User characteristics, Smartphone, Signal encoding, Smart-phone applications, Applications, Depressive symptom, Smoking cessations, Mobile health, Websites, Smoking Cessation, Nicotine, Psychological factors, Critical questions, Demographic factors, Waste utilization",217 - Predictors of Utilization of a Novel,217,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,NOT KNOWN,NO,NO,NO,NOT KNOWN,NO,NO,YES,YES,NO,NOT KNOWN,NO,NO,NOT KNOWN,NO,NO,NO,NO,NO,YES,YES,SmartQuit,NA,16-Substance-related and addictive disorders,16,Substance-related and addictive disorders,NA,Smoking cessation,NO,NO,NO,NO,YES,NO,NO,NO,NO,PILOT TRIAL (AN ARM OF A PREVIOUS PILOT RANDOMIZED CONTROLLED TRIAL),NA,98,NA,"SmartQuit arm, solo esta condición experimental de un estudio previo donde había otra condición llamada QuitGuide",YES,USABILITY/UX,NO,NA
Article,"Pre-post, mixed-methods feasibility study of the WorkingWell mobile support tool for individuals with serious mental illness in the USA: a pilot study protocol.","INTRODUCTION: Successful competitive employment has been found to be related to enhanced self-esteem, higher quality of life and reduced mental health service use for individuals living with serious mental illnesses (SMIs) including schizophrenia, bipolar disorder and major depression. The effectiveness of the individual placement and support model has been demonstrated in multiple randomised controlled trials in many countries. The management of stress, depression and anxiety in the workplace may be effectively enhanced through digital mental health interventions. The WorkingWell mobile support tool ('app') is specifically designed to meet the need for illness management support for individuals with SMI in the workplace, as an adjunct to professional treatment.; METHODS AND ANALYSIS: The WorkingWell app, grounded in evidence-based supported employment, is informed by user experience design. It will be tested in a pre-post design, mixed-methods pilot study to explore issues of feasibility, acceptability and usefulness, and to provide preliminary data on the impact of use. Putative mediators of improved job tenure and psychological well-being, including postintervention changes in social support, self-efficacy and work-related motivation, will be investigated. Forty individuals at least 18 years of age, meeting the eligibility requirements for supported employment services (ie, diagnosed with a mental illness meeting the criteria for severity, duration and treatment), working a minimum of 10hours per week at study enrolment, and speaking, reading and writing in English will be recruited for the pilot study. Research staff will recruit individuals at community-based mental health agencies; provide orientation to the study, the study smartphones and the WorkingWell app; conduct research interviews including standardised measures as well as semistructured items; and provide technical assistance in telephone calls and inperson meetings. A sample of 10 agency staff will be recruited to obtain further information on the feasibility, acceptability and usefulness of WorkingWell.; ETHICS AND DISSEMINATION: The study design and procedures are approved by the Dartmouth-Hitchcock Medical Center Committee for the Protection of Human Subjects, the Massachusetts Department of Mental Health Central Office Research Review Committee and the Vermont Agency of Human Services Institutional Review Board. Study findings will be disseminated to agency partners, state agencies and funders, and to the research and technology development communities. Findings from the study will inform the design, data collection procedures and protocol for future full-scale randomised controlled trial testing of the effectiveness of the WorkingWell app, as well as investigations of work-related variables as mediators of psychological well-being and quality of life for individuals with SMI. Article author(s) (or their employer(s) unless otherwise stated in the text of the article) 2018. All rights reserved. No commercial use is permitted unless otherwise expressly granted.",BMJ open,Joanne Nicholson and Spenser M. Wright and Alyssa M. Carlisle,2018,"adult psychiatry, world wide web technology","220 - Pre-post, mixed-methods feasibility",220,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,YES,NOT KNOWN,NO,NO,NO,NO,NO,YES,WorkingWell,United States of America,24-Various disorders,24,Various disorders,2-Schizophrenia spectrum and other psychotic disorders; 3-Bipolar and related disorders; 4-Depressive disorders,"Schizophrenia, bipolar disorder; major depression",NO,NO,NO,NO,NO,NO,NO,NA,NO,PILOT STUDY PROTOCOL,NA,40,NA,pilot study protocol,NO,NO ASSESSMENT,NO,United States of America
Article,"Psychoeducation in bipolar disorder with a SIMPLe smartphone application: Feasibility, acceptability and satisfaction","Background During the last fifteen years, the possibility of delivering psychoeducation programs through Internet-based platforms have been explored. Studies evaluating those programs have shown good to acceptable retention rates. In this context, we developed a smartphone application (SIMPLe) collecting information about mood symptoms and offering personalized psychoeducation messages. The main aims of this study were to evaluate the feasibility, acceptability and satisfaction of the smartphone application. Methods The study was conducted from March to August 2015. Participation in the study was proposed to a consecutive sample of adult patients attending an outpatient mental health clinic. Sociodemographic data, clinical and functional assessments alongside smartphone ownership and uses were collected at baseline and at 3 months' follow-up. A 5 item Likert-scale satisfaction questionnaire was also employed. Results 51 participants were initially enrolled in the study, 36 (74\%) remained actively using the application after 3 months. The whole sample interacted with the application a mean of 77 days (SD=26.2). During these days they completed 88\% of the daily tests. Over 86\% of the participants agreed that the experience using the application was satisfactory. Limitations The diversity of smartphones operating systems led to a moderate, although representative, sample number. Additionally, the subjective data reporting, narrow time frame of use and stability of the patients could have affected the results. Conclusions The results confirm that this particular intervention is feasible and represent a satisfactory and acceptable instrument for the self-management of bipolar disorder as an add-on to the usual treatment but future clinical trials must still probe its efficacy. 2016 Elsevier B.V. All rights reserved.",Journal of Affective Disorders,D. Hidalgo-Mazzei and A. Mateu and M. Reinares and A. Murru and C. {Del Mar BonnÃ­n} and C. Varo and M. ValentÃ­ and J. Undurraga and S. Strejilevich and J. SÃ¡nchez-Moreno and E. Vieta and F. Colom,2016,"adult, Article, female, human, male, mobile application, mood, priority journal, feasibility study, patient satisfaction, major clinical study, social network, follow up, psychoeducation, psychology, Adult, Female, Humans, Male, procedures, Spain, bipolar disorder, smartphone, software, algorithm, patient education, Patient Education as Topic, Bipolar Disorder, Feasibility Studies, Computer-Assisted, self care, Patient Acceptance of Health Care, patient attitude, substance abuse, affect, computer assisted therapy, Therapy, evaluation study, personalized medicine, Self-Management, Smartphone, Software, social acceptance, secondary prevention, Secondary Prevention, Affect",226 - Psychoeducation in bipolar disorder,226,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,SIMPLe,Spain,3-Bipolar and related disorders,3,Bipolar and related disorders,NA,"Bipolar disorder (type I, II or not elsewhere specified)",NO,NO,NO,NO,NO,NO,NO,NA,NO,PRE-POST-FOLLOW UP STUDY,NA,51,NA,una,YES,USABILITY/UX,NO,Spain
Article,"Randomized Controlled Trial of SuperBetter, a Smartphone-Based/Internet-Based Self-Help Tool to Reduce Depressive Symptoms","Objective: Technological advances have sparked the development of computer- and smartphone-based self-help programs for depressed people, but these programs' efficacy is uncertain. This randomized controlled trial evaluated an intervention called SuperBetter (SB), which is accessed via smartphone and/or the SB Web site. Materials and Methods: Online, we recruited 283 adult iPhoneÂ® (Apple, Cupertino, CA) users with significant depression symptoms according to the Center for Epidemiological Studies Depression questionnaire (CES-D). They were randomly assigned to one of three conditions: (a) a version of SB using cognitive-behavioral therapy and positive psychotherapy strategies to target depression (CBT-PPT SB); (b) a general SB version focused on self-esteem and acceptance (General SB); or (c) a waiting list control group (WL). The two SB groups were instructed to use SB for 10 minutes daily for 1 month. All participants completed psychological distress and well-being measures online every 2 weeks through follow-up. An intent-to-treat analysis was conducted using hierarchical linear modeling. Results: As hypothesized, SB participants achieved greater reductions in CES-D scores than WL participants by posttest (Cohen's d=0.67) and by follow-up (d=1.05). Contrary to prediction, CBT-PPT SB did not perform better than General SB; both versions of SB were more effective than the WL control. Differences between SB versions favored General SB but were not statistically significant. Conclusions: These large effect sizes should be interpreted cautiously in light of high attrition rates and the motivated, self-selected sample. Nonetheless, smartphone-based/Internet-based self-help may play an important role in treating depression. Copyright 2015, Mary Ann Liebert, Inc. 2015.",Games for Health Journal,A.M. Roepke and S.R. Jaffee and O.M. Riffle and J. McGonigal and R. Broome and B. Maxwell,2015,"adult, controlled study, depression, female, human, male, anxiety, analysis of variance, middle aged, randomized controlled trial, questionnaire, Internet, treatment outcome, psychology, Adult, Female, Humans, Male, Middle Aged, Surveys and Questionnaires, procedures, smartphone, software, Computer-Assisted, devices, self care, Anxiety, Depression, Treatment Outcome, computer assisted therapy, Therapy, self concept, Linear Models, statistical model, Self Care, Smartphone, chi square distribution, Chi-Square Distribution, Software, Self Efficacy, Self Concept, patient dropout, Patient Dropouts, Analysis of Variance",231 - Randomized Controlled Trial of SuperBetter,231,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NOT KNOWN,YES,YES,NO,NO,NO,NO,NOT KNOWN,YES,NO,YES,NOT KNOWN,NOT KNOWN,NOT KNOWN,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,SuperBetter,United States of America,4-Depressive disorders,4,Depressive disorders,NA,Depression,YES,NO,NO,NO,YES,NO,YES,NO,NO,RANDOMIZED CONTROLLED TRIAL,NA,283,NA,"(a) a version of SB using cognitive-behavioral therapy
and positive psychotherapy strategies to target depression (CBT-PPT SB); (b) a general SB version focused on
self-esteem and acceptance (General SB); or (c) a waiting list control group (WL).",YES,EFFECT,RCT,United States of America
Article,"Rationale, design and pilot feasibility results of a smartphone-assisted, mindfulness-based intervention for smokers with mood disorders: Project mSMART MIND","Background: Although individuals with psychiatric disorders are disproportionately affected by cigarette smoking, few outpatient mental health treatment facilities offer smoking cessation services. In this paper, we describe the development of a smartphone-assisted mindfulness smoking cessation intervention with contingency management (SMI-CM), as well as the design and methods of an ongoing pilot randomized controlled trial (RCT) targeting smokers receiving outpatient psychiatric treatment. We also report the results of an open-label pilot feasibility study. Methods: In phase 1, we developed and pilot-tested SMI-CM, which includes a smartphone intervention app that prompts participants to practice mindfulness, complete ecological momentary assessment (EMA) reports 5 times per day, and submit carbon monoxide (CO) videos twice per day. Participants earned incentives if submitted videos showed CO â‰¤ 6 ppm. In phase 2, smokers receiving outpatient treatment for mood disorders are randomized to receive SMI-CM or enhanced standard treatment plus non-contingent CM (EST). Results: The results from the pilot feasibility study (N = 8) showed that participants practiced mindfulness an average of 3.4 times/day (â‰¥ 3 min), completed 72.3\% of prompted EMA reports, and submitted 68.0\% of requested CO videos. Participants reported that the program was helpful overall (M = 4.85/5) and that daily mindfulness practice was helpful for both managing mood and quitting smoking (Ms = 4.50/5). Conclusions: The results from the feasibility study indicated high levels of acceptability and satisfaction with SMI-CM. The ongoing RCT will allow evaluation of the efficacy and mechanisms of action underlying SMI-CM for improving cessation rates among smokers with mood disorders. 2017 Elsevier Inc.",Contemporary Clinical Trials,H. Minami and H.R. Brinkman and S. Nahvi and J.H. Arnsten and M. Rivera-Mindt and D.W. Wetter and E.L. Bloom and L.H. Price and C. Vieira and R. Donnelly and L.M. McClain and K.A. Kennedy and E. D'Aquila and M. Fine and D.E. McCarthy and J. {Graham Thomas} and J. Hecht and R.A. Brown,2018,"adult, Article, controlled study, female, human, clinical article, pilot study, carbon monoxide, ecological momentary assessment, feasibility study, middle aged, mindfulness, mood disorder, nicotine patch, outpatient care, patient compliance, patient counseling, patient satisfaction, program evaluation, randomized controlled trial, smoking, smoking cessation, smoking cessation program, videorecording","232 - Rationale, design and pilot feasibility",232,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,SMI-CM,United States of America,23-Comorbid disorders,23,Comorbid disorders,3-Bipolar and related disorders; 4-Depressive disorders; 16-Substance-related and addictive disorders,Mood disorders; depressive disorder; bipolar disorder,NO,NO,NO,NO,YES,NO,NO,NO,NO,OPEN-LABEL PILOT FEASIBILITY STUDY AND THE DESIGN OF AN ONGOING RCT,NA,60,8 pilot feasibility study and 60 estimated in RCT,feasibility study (only one) and RCT with two condition: SMI-CM against a comparison intervention (enhanced standard treatment plus non-contingent CM -EST-),YES,USABILITY/UX,NO,United States of America
Article,"Reducing depressive symptomatology with a smartphone app: Study protocol for a randomized, placebo-controlled trial","Background: Depression has become one of the leading contributors to the global disease burden. Evidence-based treatments for depression are available, but access to them is still limited in some instances. As technology has become more integrated into mental health care, computerized cognitive behavioral therapy (CBT) protocols have become available and have been recently transposed to mobile environments (e.g., smartphones) in the form of {""}apps.{""} Preliminary research on some depression apps has shown promising results in reducing subthreshold or mild to moderate depressive symptoms. However, this small number of studies reports a low statistical power and they have not yet been replicated. Moreover, none of them included an active placebo comparison group. This is problematic, as a {""}digital placebo effect{""} may explain some of the positive effects documented until now. The aim of this study is to test a newly developed mobile app firmly grounded in the CBT theory of depression to determine whether this app is clinically useful in decreasing moderate depressive symptoms when compared with an active placebo. Additionally, we are interested in the app's effect on emotional wellbeing and depressogenic cognitions. Methods/design: Romanian-speaking adults (18 years and older) with access to a computer and the Internet and owning a smartphone are included in the study. A randomized, three-arm clinical trial is being conducted (i.e., active intervention, placebo intervention and delayed intervention). Two hundred and twenty participants with moderate depressive symptoms (i.e., obtaining scores {\textbackslash}textgreater9 and â‰¤16 on the Patient Health Questionnaire, PHQ-9) will be randomized to the three conditions. Participants undergoing therapy, presenting serious mental health problems, or legal or health issues that would prevent them from using the app, as well as participants reporting suicidal ideation are excluded. Participants randomized to the active and placebo interventions will use the smartphone app for 6 weeks. A short therapist check-in via phone will take place every week. Participants in the delayed-intervention condition will be given access to the app after 6 weeks from randomization. The primary outcome is the level of depressive symptomatology. The intervention delivered through the app to the active condition includes psychoeducational materials and exercises based on CBT for depression, while the placebo intervention uses a sham version of the app (i.e., similar structure of courses and exercises). Discussion: To our knowledge, this study protocol is the first to test the efficacy of a smartphone app for depressive symptomatology in the form of a randomized controlled trial (RCT) that includes an active placebo condition. As such, this can substantially add to the body of evidence supporting the use of apps designed to decrease depression. Trial registration: ClinicalTrials.gov, identifier: NCT03060200. Registered on 1 February 2017. The first participant was enrolled on 17 February 2017. 2017 The Author(s).",Trials,C. Giosan and O. Cobeanu and C. MogoaÅŸe and A. Szentagotai and V. MureÅŸan and R. Boian,2017,"adult, Article, clinical effectiveness, cognitive behavioral therapy, controlled study, depression, female, human, male, mobile application, randomized controlled trial, major clinical study, treatment duration, outcome assessment, disease severity, Internet, computer, health care access, smartphone, exercise, emotional stability, patient education, Patient Health Questionnaire, suicidal ideation, teleconsultation, sham procedure, therapy delay",235 - Reducing depressive symptomatology,235,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NOT KNOWN,YES,NOT KNOWN,NO,YES,NO,NO,NOT KNOWN,NO,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Dcombat,Romania,4-Depressive disorders,4,Depressive disorders,NA,Moderate depressive symptoms,YES,NO,NO,NO,NO,NO,NO,NO,NO,RANDOMIZED PLACEBO-CONTROLLED TRIAL,NA,220,220 (66 active intervention; 69 placebo intervention; 85 wait list),"(1) mHealth CBT intervention, (2) placebo intervention (PI), and (3) delayed intervention (wait-list; WL).",NO,NO ASSESSMENT,NO,Romania
Article,"Safety, Acceptability, and Use of a Smartphone App, BlueIce, for Young People Who Self-Harm: Protocol for an Open Phase I Trial","Background: Up to 18\% of adolescents will engage in an act of self-harm before young adulthood, with the majority of acts occurring in private. Mobile apps may offer a way of providing support for young people at times of distress to prevent self-harm. Objective: This is a proof-of-concept study designed to explore the safety, acceptability, feasibility, and usability of a smartphone app, BlueIce, with young people who are self-harming. Methods: In this phase I open trial we will evaluate BlueIce, a smartphone app developed and coproduced with young people with lived experience of self-harm. BlueIce includes a mood-monitoring diary, selection of mood-lifting techniques based on cognitive behavior therapy and dialectical behavior therapy, and direct access to emergency telephone numbers. We will recruit young people (n=50) attending specialist child and adolescent mental health services with a current or past history of self-harm to trial BlueIce as an adjunct to their usual care. Questionnaires and interviews will be completed at baseline, postfamiliarization (2 weeks), and at follow-up (12 weeks after baseline) to assess safety, app use, and acceptability. Interviews will be undertaken with clinicians to assess the feasibility of BlueIce within a clinical setting. Results: Recruitment occurred between May and November 2016. The recruitment target was 50, and by the beginning of November 54 young people had been referred. Conclusions: This study is the first to evaluate an app specifically developed with young people for young people (under the age of 18 years) who self-harm. It will determine whether BlueIce is acceptable, how often it is used, and whether it is safe and does not have any unintentional adverse effects. This information will determine whether a feasibility trial to test recruitment, randomization, retention, and appropriate outcome measures should be pursued.",JMIR RESEARCH PROTOCOLS,Paul Stallard and Joanna Porter and Rebecca Grist,2016,"adolescents, CBT, smartphone app, BlueIce, DBT, self-harm","245 - Safety, Acceptability, and Use",245,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,YES,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,Blue Ice,United Kingdom,25-Suicidal behavior disorder/nonsuicidal self-injury,25,Suicidal behavior disorder/nonsuicidal self-injury,NA,Self-harm,YES,NO,NO,NO,YES,NO,NO,NO,NO,PROTOCOL FOR AN OPEN PHASE I TRIAL,NA,NA,NA,NA,NO,NO ASSESSMENT,NO,United Kingdom
